Subject,Subject QID,Predicate,Object,Object QID,Source_Raw
"Crespi, Giuseppe Maria",/,sponsored,Children at Play,/,409
"Crespi, Giuseppe Maria",/,sponsored,copy of Guercino St William of Aquitaine,/,410
"Crespi, Giuseppe Maria",/,sponsored,Confession,/,411
"Crespi, Giuseppe Maria",/,sponsored,Ecstasy of St Margaret,/,412
"Crespi, Giuseppe Maria",/,sponsored,Fair at Poggio a Caiano,/,413
"Crespi, Giuseppe Maria",/,sponsored,Infant Jupiter handed over by Cybele to the Corybantes (The Finding of Moses),/,414
"Crespi, Giuseppe Maria",/,sponsored,Leto turning the Shepherds into Frogs,/,415
"Crespi, Giuseppe Maria",/,sponsored,Marriage at Cana,/,416
"Crespi, Giuseppe Maria",/,sponsored,Massacre of the Innocents,/,417
"Crespi, Giuseppe Maria",/,sponsored,Nativity,/,418
"Crespi, Giuseppe Maria",/,sponsored,Painter's Family,/,419
"Crespi, Giuseppe Maria",/,sponsored,satirical picture of Don Carlo Silva,/,420
"Crespi, Giuseppe Maria",/,sponsored,Selfportrait,/,421
"Crespi, Giuseppe Maria",/,sponsored,Women washing their Laundry at a Fountain,/,422
"Crespi, Giuseppe Maria",/,created,"work for S. Paolo d'Argan, Bergamo",/,423
"work for S. Paolo d'Argan, Bergamo",/,intended_for,S. Paolo d,/,423
"Creti, Donato",/,sponsored,Dance of Nymphs,/,425
"Creti, Donato",/,created,work for Cardinal Tommaso Ruffo,/,426
work for Cardinal Tommaso Ruffo,/,intended_for,Cardinal Tommaso Ruffo,/,426
"Critics, Roman",/,sponsored,late 17th century,/,427
"Crozat, Pierre",/,sponsored,patronage of Venetian artists,/,430
"Dardani, Antonio",/,sponsored,Apotheosis of Aeneas (with Rambaldi),/,6
"Daun, Count",/,sponsored,introduction of Neapolitan painting into Central Europe,/,10
palace in Vienna,/,located_in,Vienna,/,11
"Daun, Count",/,sponsored,palace in Vienna,/,11
"David, Ludovico",/,sponsored,Adoration of the Magi,/,13
"David, Ludovico",/,collaborated_on,"S. Maria Maggiore, Bergamo",/,14
"David, Ludovico",/,sponsored,Flight into Egypt,/,15
"David, Ludovico",/,sponsored,Nativity,/,16
"Dolci, Carlo",/,sponsored,Flight into Egypt,/,27
"Dolfin, Daniele",/,is,Archbishop of Udine,/,29
Dolfin family,/,located_in,Venice,/,33
Dolfin family,/,located_in,Venice,/,34
Dolfin family,/,sponsored,patronage of Tiepolo,/,34
Domenichino,/,is,Domenico Zampieri,/,35
Domenichino,/,is,Domenico Zampieri,/,36
Domenichino,/,collaborated_on,Cardinal Scipione Borghese,/,36
Domenichino,/,is,Domenico Zampieri,/,37
Domenichino,/,collaborated_on,Cardinal Ludovisi,/,37
Domenichino,/,is,Domenico Zampieri,/,38
Domenichino,/,collaborated_on,Count of Monterey,/,38
Domenichino,/,is,Domenico Zampieri,/,39
frescoes in Naples cathedral,/,located_in,Naples cathedral,/,39
Domenichino,/,created,frescoes in Naples cathedral,/,39
Domenichino,/,is,Domenico Zampieri,/,40
Domenichino,/,sponsored,Hunt of Diana,/,40
Domenichino,/,is,Domenico Zampieri,/,41
Domenichino,/,sponsored,payments,/,41
Domenichino,/,is,Domenico Zampieri,/,42
Domenichino,/,sponsored,tribune of S. Andrea della Valle,/,42
Domenichino,/,is,Domenico Zampieri,/,43
work in S. Carlo ai Catinari,/,located_in,S. Carlo ai Catinari,/,43
Domenichino,/,created,work in S. Carlo ai Catinari,/,43
Dominicans,/,located_in,Venice,/,44
"Dorigny, Louis",/,created,work for Manin,/,48
work for Manin,/,intended_for,Manin,/,48
"Dughet, Gaspard",/,is,Gaspard Poussin,/,52
Dutch artists,/,located_in,Rome,/,59
"Dyck, Sir Anthony Van",/,sponsored,Crucifixion,/,62
"Dyck, Sir Anthony Van",/,created,paintings of St Ignatius,/,63
"Dyck, Sir Anthony Van",/,created,paintings of St Francis Xavier,/,63
"Dyck, Sir Anthony Van",/,created,portrait of Cardinal Bentivoglio,/,64
"Dyck, Sir Anthony Van",/,sponsored,St Sebastian,/,65
"Dyck, Sir Anthony Van",/,sponsored,Susanna and the Elders,/,66
"Dyck, Sir Anthony Van",/,sponsored,triple portrait of Charles I,/,67
"Effetti, Antonio degli",/,sponsored,delight in idea of wealth,/,3
English patronage,/,sponsored,of Italian artists in 17th century,/,6
English patronage,/,sponsored,of Venetian artists,/,7
English patronage,/,sponsored,antipathy towards Venetian history painters after first two decades of 18th century,/,8
English tourists in Italy,/,sponsored,in second half of 17th century,/,9
Enlightenment in Italy,/,sponsored,contacts of Italian intellectuals with England,/,11
Enlightenment in Italy,/,sponsored,contacts of Italian intellectuals with France,/,11
opposition in Venice,/,located_in,Venice,/,12
Enlightenment in Italy,/,sponsored,opposition in Venice,/,12
"Eugene, Prince",/,refer_to,"Savoy, Prince Eugene of",/,20
"Fanelli, Francesco",/,created,bust of Charles I,/,6
"Fanelli, Francesco",/,created,bust of Charles II when Prince of Wales,/,7
Fantasy and reason,/,sponsored,18th century discussion of roles in creation,/,8
"Farnese, Ranuccio II, Duke of Parma",/,collaborated_on,Gesù,/,14
Farnese Palace,/,located_in,Rome,/,15
"Farsetti, Filippo",/,collaborated_on,Canova,/,19
"Farsetti, Filippo",/,collaborated_on,Carlo Lodoli,/,20
"Farsetti, Filippo",/,sponsored,collection of casts from antique statues,/,21
"Farsetti, Filippo",/,sponsored,collection of paintings,/,22
"Farsetti, Filippo",/,sponsored,country house at S. Maria di Sala,/,23
"Farsetti, Filippo",/,sponsored,gardens,/,24
"Farsetti, Filippo",/,sponsored,interest in contemporary arts,/,25
"Farsetti, Filippo",/,sponsored,Palazzo Farsetti,/,26
"Farsetti, Filippo",/,sponsored,promotion of Venetian neo-classicism,/,27
"Farsetti, Filippo",/,sponsored,sale of collections,/,28
Ferrara,/,sponsored,Archbishop's Palace,/,34
Ferrara,/,sponsored,Bentivoglio and,/,35
"Ferrerio, Andrea",/,sponsored,Vigilance,/,40
"work in Archbishop's Palace, Ferrara",/,located_in,Archbishop,/,41
"Ferrerio, Andrea",/,created,"work in Archbishop's Palace, Ferrara",/,41
"Ferri, Ciro",/,sponsored,payments,/,44
"Ferri, Ciro",/,created,modello for cupola of S. Agnese,/,45
"Ferri, Ciro",/,created,work for Louis XIV,/,46
work for Louis XIV,/,intended_for,Louis XIV,/,46
"work in S. Maria Maggiore, Bergamo",/,located_in,"S. Maria Maggiore, Bergamo",/,47
"Ferri, Ciro",/,created,"work in S. Maria Maggiore, Bergamo",/,47
"Fiori, Mario de'",/,is,Mario Nuzzi,/,55
Florence,/,sponsored,as centre of opposition to classical-academic theories under Grand Prince Ferdinand,/,58
"Fontebasso, Francesco",/,sponsored,Elijah carried to Heaven,/,64
"Fontebasso, Francesco",/,sponsored,Three Angels visiting Abraham,/,65
Eloge in Tombeaux des Princes,/,located_in,Tombeaux des Princes,/,67
Fontenelle,/,sponsored,Eloge in Tombeaux des Princes,/,67
"Foscarini, Marco",/,sponsored,library,/,70
"Foscarini, Marco",/,sponsored,opposition to Angelo Querini,/,71
Foscarini family,/,located_in,Venice,/,73
Foscarini family,/,located_in,Venice,/,74
Foscarini family,/,sponsored,wealth of,/,74
"Fountaine, Sir Andrew",/,sponsored,Narford Hall,/,77
"Francavilla, Pietro",/,sponsored,fountain of Orpheus enchanting the wild beasts,/,81
"Franceschini, Baldassare",/,sponsored,Fame carrying the Name of Louis XIV to the Temple of Immortality,/,83
"Franceschini, Baldassare",/,sponsored,La Burla del Pievano Arlotto,/,84
"Franceschini, Marcantonio",/,sponsored,letters relating to commission from Stefano Conti,/,86
"Franceschini, Marcantonio",/,sponsored,Mercury awaking Aeneas,/,87
"Franceschini, Marcantonio",/,sponsored,The Three Graces,/,88
"Franceschini, Marcantonio",/,sponsored,Venus,/,89
Frederick III,/,is,Holy Roman Emperor,/,93
"Frederick Augustus I, Elector of Saxony",/,refer_to,Augustus II of Poland,/,95
"Frederick Augustus II, Elector of Saxony",/,refer_to,Augustus III of Poland,/,96
Frederick the Great,/,collaborated_on,F. Algarotti,/,98
French patronage,/,sponsored,in 17th century,/,102
French patronage,/,sponsored,of Venetian artists in 18th century,/,103
"Fumiani, Giannantonio",/,collaborated_on,Grand Prince Ferdinand,/,106
"Fumiani, Giannantonio",/,sponsored,Christ driving the Jews from the Temple,/,107
"Fumiani, Giannantonio",/,sponsored,Stoning of Zechariah,/,108
"Gabbiani, Anton Domenico",/,collaborated_on,Grand Prince Ferdinand,/,2
"Gabbiani, Anton Domenico",/,sponsored,Flight into Egypt,/,3
"Galgario, Fra",/,is,Vittore Ghislandi,/,9
"Galiani, Abate",/,sponsored,della Moneta,/,11
"Galilei, Galileo",/,collaborated_on,Ludovico Cigoli,/,14
"Galilei, Galileo",/,sponsored,Dialogo,/,15
"Galilei, Galileo",/,created,views on painting,/,16
"Gallacini, Teofilo",/,sponsored,Trattato sopra gli errori degli architetti,/,18
"Gaulli, Giovanni Battista",/,is,Baciccio,/,25
"Gaulli, Giovanni Battista",/,is,Baciccio,/,26
"Gaulli, Giovanni Battista",/,sponsored,Adoration of the Lamb,/,26
"Gaulli, Giovanni Battista",/,is,Baciccio,/,27
"Gaulli, Giovanni Battista",/,sponsored,Death of St Francis Xavier,/,27
"Gaulli, Giovanni Battista",/,is,Baciccio,/,28
"Gaulli, Giovanni Battista",/,sponsored,Duplex Intercessio,/,28
"Gaulli, Giovanni Battista",/,is,Baciccio,/,29
"Gaulli, Giovanni Battista",/,created,fresco in nave of Gesù,/,29
"Gaulli, Giovanni Battista",/,is,Baciccio,/,30
"Gaulli, Giovanni Battista",/,sponsored,payment,/,30
"Gaulli, Giovanni Battista",/,is,Baciccio,/,31
work in Gesù,/,located_in,Ges,/,31
"Gaulli, Giovanni Battista",/,created,work in Gesù,/,31
"Gennari, Benedetto",/,sponsored,Danaë,/,36
"Gennari, Benedetto",/,sponsored,Elizabeth Felton as Cleopatra,/,37
Genoa,/,sponsored,aristocracy,/,40
"Gentileschi, Orazio",/,sponsored,Public Felicity triumphant over Dangers,/,44
"Gentileschi, Orazio",/,created,work for Charles I,/,45
work for Charles I,/,intended_for,Charles I,/,45
"Gentileschi, Orazio",/,created,work for Marie de Medici,/,46
work for Marie de Medici,/,intended_for,Marie de Medici,/,46
German patronage,/,sponsored,in 17th century,/,53
German patronage,/,sponsored,of Venetian artists in 18th century,/,54
"German princes, taste in art",/,sponsored,preoccupation with erotic,/,56
Gesuati,/,located_in,Venice,/,58
Gesuati,/,located_in,Venice,/,59
Gesuati,/,sponsored,hostility to Jesuits,/,59
frescoes of Battle of Lepanto in Colonna palace,/,located_in,Colonna palace,/,62
"Gherardi, Filippo",/,created,frescoes of Battle of Lepanto in Colonna palace,/,62
Giambologna,/,sponsored,equestrian statue of Henri IV,/,69
Giambologna,/,sponsored,Mercury,/,70
admirers in Venice,/,located_in,Venice,/,81
"Giordano, Luca",/,sponsored,admirers in Venice,/,81
"Giordano, Luca",/,collaborated_on,Gaspar Roomer,/,82
"Giordano, Luca",/,collaborated_on,del Rosso family,/,83
"Giordano, Luca",/,sponsored,Crossing of the Red Sea,/,84
"Giordano, Luca",/,sponsored,Death of Seneca,/,85
"frescoes in Palazzo Riccardi, Florence",/,located_in,"Palazzo Riccardi, Florence",/,86
"Giordano, Luca",/,created,"frescoes in Palazzo Riccardi, Florence",/,86
"Giordano, Luca",/,sponsored,Hebrew Women singing after crossing the Red Sea,/,87
"Giordano, Luca",/,sponsored,Jezebel torn to pieces by Dogs,/,88
"paintings in Corsini chapel in Carmine, Florence",/,located_in,"Corsini chapel in Carmine, Florence",/,89
"Giordano, Luca",/,created,"paintings in Corsini chapel in Carmine, Florence",/,89
"paintings in Labia collection, Venice",/,located_in,"Labia collection, Venice",/,90
"Giordano, Luca",/,created,"paintings in Labia collection, Venice",/,90
"Giordano, Luca",/,sponsored,Perseus,/,91
"Giordano, Luca",/,sponsored,Andromeda,/,91
"Giordano, Luca",/,sponsored,Sophronia,/,92
"Giordano, Luca",/,sponsored,Olindo,/,92
work in Spain,/,located_in,Spain,/,93
"Giordano, Luca",/,created,work in Spain,/,93
"work in S. Maria Maggiore, Bergamo",/,located_in,"S. Maria Maggiore, Bergamo",/,94
"Giordano, Luca",/,created,"work in S. Maria Maggiore, Bergamo",/,94
"work in S. Maria Maggiore, Bergamo",/,located_in,"S. Maria Maggiore, Bergamo",/,95
"Giordano, Luca",/,created,"work in S. Maria Maggiore, Bergamo",/,95
"Giordano, Luca",/,sponsored,payment,/,95
Giorgione,/,sponsored,Tempest,/,97
Giovanelli collection,/,located_in,Venice,/,100
Giustiniani family,/,located_in,Venice,/,105
"Giustiniani, Marchese Vincenzo",/,collaborated_on,Caravaggio,/,109
"Giustiniani, Marchese Vincenzo",/,sponsored,publication of volumes illustrating ancient sculptures in collection,/,110
"Giustiniani, Marchese Vincenzo",/,created,views on art,/,111
"Goldoni, Carlo",/,sponsored,admiration of Pietro Longhi,/,114
"Goldoni, Carlo",/,dedicated_to,Consul Smith,/,115
"Goldoni, Carlo",/,sponsored,dedication of Il Filosofo Inglese,/,115
"Goldoni, Carlo",/,sponsored,Il Frappatore,/,116
"Goldoni, Carlo",/,sponsored,Memoirs,/,117
"Goldoni, Carlo",/,sponsored,Pasquali edition of works,/,118
"Goldoni, Carlo",/,sponsored,Zatta edition of works,/,119
Gondi palace,/,located_in,Paris,/,120
Gonzaga,/,refer_to,"Mantua, Dukes of",/,121
"Gori, A. F.",/,sponsored,Museum Etruscum,/,124
"Gozzi, Gasparo",/,sponsored,articles on Pietro Longhi,/,130
"Gozzi, Gasparo",/,sponsored,on social value of painting,/,131
"Gozzi, Gasparo",/,created,support for Giorgio Pisani,/,132
support for Giorgio Pisani,/,intended_for,Giorgio Pisani,/,132
"Gozzi, Gasparo",/,created,views on art,/,133
Grassi collection,/,located_in,Venice,/,136
Grassi family,/,located_in,Venice,/,137
Gregory XIII,/,refer_to,"Boncampagni, Ugo",/,139
Gregory XV,/,refer_to,"Ludovisi, Alessandro",/,140
"Guarana, Giacomo",/,sponsored,Sacrifice of Iphigenia,/,149
"Guardi, Francesco",/,sponsored,della Lena on,/,151
"Guardi, Francesco",/,sponsored,Sala del Maggior Consiglio,/,152
"Guardi, Francesco",/,sponsored,scenes from Gerusalemme Liberata,/,153
"Guardi, Francesco",/,sponsored,Giovanni Vianello on,/,154
"Guardi, Francesco",/,created,work for John Strange,/,155
work for John Strange,/,intended_for,John Strange,/,155
"Guardi, Gian Antonio",/,sponsored,Parlatorio,/,157
"Guardi, Gian Antonio",/,created,portraits of Schulenburg,/,158
"Guardi, Gian Antonio",/,sponsored,Ridotto,/,159
"Guardi, Gian Antonio",/,sponsored,Sala del Maggior Consiglio,/,160
"Guardi, Gian Antonio",/,sponsored,scenes from Gerusalemme Liberata,/,161
"Guardi, Gian Antonio",/,sponsored,Turkish scenes,/,162
"Guardi, Gian Antonio",/,created,work for Marshal Schulenburg as copyist,/,163
work for Marshal Schulenburg as copyist,/,intended_for,Marshal Schulenburg as copyist,/,163
"Guardi, Gian Antonio",/,created,work for Marshal Schulenburg as copyist,/,164
work for Marshal Schulenburg as copyist,/,intended_for,Marshal Schulenburg as copyist,/,164
"Guardi, Gian Antonio",/,sponsored,Fortitude (Tintoretto),/,164
"Guardi, Gian Antonio",/,created,work for Marshal Schulenburg as copyist,/,165
work for Marshal Schulenburg as copyist,/,intended_for,Marshal Schulenburg as copyist,/,165
"Guardi, Gian Antonio",/,sponsored,Madonna and Child with Saints (Veronese),/,165
"Guardi, Gian Antonio",/,created,work for Marshal Schulenburg as copyist,/,166
work for Marshal Schulenburg as copyist,/,intended_for,Marshal Schulenburg as copyist,/,166
"Guardi, Gian Antonio",/,sponsored,Marriage at Cana (Veronese),/,166
"Guardi, Gian Antonio",/,created,work for Marshal Schulenburg as copyist,/,167
work for Marshal Schulenburg as copyist,/,intended_for,Marshal Schulenburg as copyist,/,167
"Guardi, Gian Antonio",/,sponsored,Nativity (Bassano),/,167
"Guardi, Gian Antonio",/,created,work for Marshal Schulenburg as copyist,/,168
work for Marshal Schulenburg as copyist,/,intended_for,Marshal Schulenburg as copyist,/,168
"Guardi, Gian Antonio",/,sponsored,Temperance (Tintoretto),/,168
Guercino,/,is,Francesco Barbieri,/,169
Guercino,/,is,Francesco Barbieri,/,170
Guercino,/,sponsored,Aurora,/,170
Guercino,/,is,Francesco Barbieri,/,171
Guercino,/,sponsored,Carità Romana,/,171
Guercino,/,is,Francesco Barbieri,/,172
contract for altarpiece in Sicilian monastery,/,located_in,Sicilian monastery,/,172
Guercino,/,sponsored,contract for altarpiece in Sicilian monastery,/,172
Guercino,/,is,Francesco Barbieri,/,173
Guercino,/,sponsored,Coriolanus and his Mother,/,173
Guercino,/,is,Francesco Barbieri,/,174
Guercino,/,sponsored,Death of Dido,/,174
Guercino,/,is,Francesco Barbieri,/,175
Guercino,/,sponsored,Flight into Egypt,/,175
Guercino,/,is,Francesco Barbieri,/,176
Guercino,/,sponsored,payment,/,176
Guercino,/,is,Francesco Barbieri,/,177
Guercino,/,sponsored,rates of charging,/,177
Guercino,/,is,Francesco Barbieri,/,178
Guercino,/,sponsored,refusal of Charles I's invitation to England,/,178
Guercino,/,is,Francesco Barbieri,/,179
Guercino,/,sponsored,St Peter,/,179
Guercino,/,is,Francesco Barbieri,/,180
Guercino,/,sponsored,St William of Aquitaine,/,180
Guercino,/,is,Francesco Barbieri,/,181
Guercino,/,sponsored,Scene from the Life of Cato,/,181
Guercino,/,is,Francesco Barbieri,/,182
Guercino,/,sponsored,Semiramis,/,182
Guercino,/,is,Francesco Barbieri,/,183
Guercino,/,sponsored,Venus mourning over the Death of Adonis,/,183
Guercino,/,is,Francesco Barbieri,/,184
Guercino,/,sponsored,War between the Romans and the Sabines,/,184
Guercino,/,is,Francesco Barbieri,/,185
Guercino,/,created,work for Don Antonio Ruffo,/,185
work for Don Antonio Ruffo,/,intended_for,Don Antonio Ruffo,/,185
"Guicciardini, Francesco",/,sponsored,Histories,/,187
"Guidi, Domenico",/,created,drawings of Prudence,/,189
"Guidi, Domenico",/,created,drawings of Justice,/,189
"Guidi, Domenico",/,sponsored,Fame inscribing the glories of Louis XIV,/,190
"Guidi, Domenico",/,created,sculptured groups for gardens at Versailles,/,191
"Guzman, Gasparo de Haro y",/,refer_to,"Carpio, Marchese del",/,196
"Harley, Robert",/,refer_to,"Oxford, Earl of",/,7
"Houdon, Jean-Antoine",/,created,busts of Voltaire,/,22
"Houdon, Jean-Antoine",/,created,busts of Rousseau,/,22
"Huber, Jean",/,created,engraving of head of Voltaire,/,24
Illustrated books,/,located_in,Venice,/,2
Illustrated books,/,sponsored,published in 18th century,/,2
Indecency in art,/,sponsored,attempts to suppress in reign of Pope Innocent XI,/,6
"Innocent X, Pope",/,refer_to,"Pamfili, Giambattista",/,7
"Innocent XI, Pope",/,refer_to,"Odescalchi, Benedetto",/,8
"Innocent XII, Pope",/,refer_to,"Pignatelli, Antonio",/,9
"Innocent XIII, Pope",/,refer_to,"Conti, Michelangelo",/,10
Jesuits,/,sponsored,characteristics of their art,/,5
Jesuits,/,located_in,Rome,/,6
Jesuits,/,located_in,Venice,/,7
Jesuits,/,located_in,Venice,/,8
Jesuits,/,sponsored,hostility of Gesuati,/,8
"Johann Wilhelm, Elector Palatinate",/,collaborated_on,Pellegrini,/,11
"Johann Wilhelm, Elector Palatinate",/,sponsored,Flemish,/,12
"Johann Wilhelm, Elector Palatinate",/,sponsored,Dutch,/,12
"Johann Wilhelm, Elector Palatinate",/,sponsored,Italian old masters in collection,/,12
"Johann Wilhelm, Elector Palatinate",/,sponsored,patronage of Dutch artists,/,13
"Johann Wilhelm, Elector Palatinate",/,sponsored,patronage of Italian artists,/,14
"Johann Wilhelm, Elector Palatinate",/,sponsored,taste in painting,/,15
"Johann Wilhelm, Elector Palatinate",/,sponsored,Van Dyck and Rubens paintings in collection,/,16
as artistic director in Turin,/,located_in,Turin,/,25
"Juvarra, Filippo",/,sponsored,as artistic director in Turin,/,25
scheme for decorating Royal Palace in Madrid,/,located_in,Madrid,/,26
"Juvarra, Filippo",/,sponsored,scheme for decorating Royal Palace in Madrid,/,26
La Harpe,/,sponsored,Il Filosofo dell'Alpi,/,3
Labia collection,/,located_in,Venice,/,6
Labia family,/,located_in,Venice,/,7
"Laer, Pieter Van",/,sponsored,Landscape with Figures,/,10
"Laer, Pieter Van",/,sponsored,Landscape with Animals,/,10
"Laer, Pieter Van",/,sponsored,prices,/,11
"Laer, Pieter Van",/,sponsored,St Eustace Hunting,/,12
"Lancellotti, Abate",/,sponsored,L'Hoggidi,/,14
in Rome and Venice,/,located_in,Rome,/,16
in Rome and Venice,/,located_in,Venice,/,16
"Landscapes, varying reactions to",/,sponsored,in Rome and Venice,/,16
"Lanfranco, Giovanni",/,sponsored,dome of S. Andrea della Valle,/,18
"Lanfranco, Giovanni",/,sponsored,payments,/,19
"Lanfranco, Giovanni",/,created,work for Monterey,/,20
work for Monterey,/,intended_for,Monterey,/,20
"Lazzarini, Gregorio",/,sponsored,Battle of Aeneas,/,27
"Lazzarini, Gregorio",/,sponsored,Battle of Mezentius,/,27
"Lazzarini, Gregorio",/,sponsored,Capture of Syracuse with the Death of Archimedes,/,28
"Lazzarini, Gregorio",/,sponsored,Cincinnatus summoned from the Plough,/,29
"Lazzarini, Gregorio",/,sponsored,Death of Dido,/,30
"Lazzarini, Gregorio",/,created,triumphal arch for Francesco Morosini,/,31
triumphal arch for Francesco Morosini,/,intended_for,Francesco Morosini,/,31
"Lazzarini, Gregorio",/,created,"work for S. Paolo d'Argan, Bergamo",/,32
"work for S. Paolo d'Argan, Bergamo",/,intended_for,S. Paolo d,/,32
"Legros, Pierre",/,sponsored,Assumption of the Blessed Luigi Gonzaga,/,38
"Legros, Pierre",/,sponsored,Religion triumphing over Heresy,/,39
"Legros, Pierre",/,sponsored,St Stanislas Kostka,/,40
"Lena, Abate Giacomo della",/,sponsored,on F. Guardi,/,46
Leonardo da Vinci,/,sponsored,Leda and the Swan,/,49
Leonardo da Vinci,/,sponsored,St John the Baptist,/,50
Leonardo da Vinci,/,sponsored,Trattato della pittura,/,51
"Leoni, Ottavio",/,created,"etching of Paolo Giordano Orsini, Duke of Bracciano",/,54
"Liberi, Pietro",/,sponsored,"Rood, The",/,60
"Liberi, Pietro",/,sponsored,indecency of paintings,/,61
"contract for work in S. Maria Maggiore, Bergamo",/,located_in,"S. Maria Maggiore, Bergamo",/,62
"Liberi, Pietro",/,sponsored,"contract for work in S. Maria Maggiore, Bergamo",/,62
Liechtenstein family,/,sponsored,"town palace, Vienna",/,65
"Lodoli, Padre Carlo",/,collaborated_on,F. Algarotti,/,70
"Lodoli, Padre Carlo",/,sponsored,Apologhi,/,71
"Lodoli, Padre Carlo",/,sponsored,Elementi dell'architettura lodoliana (Memmo),/,72
"Lodoli, Padre Carlo",/,sponsored,ideas on education,/,73
"Lodoli, Padre Carlo",/,sponsored,A. Memmo and,/,74
"Lodoli, Padre Carlo",/,created,portraits by Nazari,/,75
"Lodoli, Padre Carlo",/,created,portraits by A. Longhi,/,75
"Lodoli, Padre Carlo",/,sponsored,A. Querini and,/,76
"Lodoli, Padre Carlo",/,sponsored,school,/,77
"Lodoli, Padre Carlo",/,created,views on architecture,/,78
"Lodoli, Padre Carlo",/,created,views on painting,/,79
London,/,sponsored,Venetian artists in,/,80
"Longhi, Alessandro",/,created,portrait of Carlo Lodoli,/,83
"Longhi, Alessandro",/,created,portrait of G. M. Sasso,/,84
"Longhi, Pietro",/,sponsored,Carlo Goldoni and,/,88
"Longhi, Pietro",/,sponsored,Fall of the Giants,/,89
"Longhi, Pietro",/,sponsored,Gasparo Gozzi and,/,90
"Longhi, Pietro",/,sponsored,paintings in collection of Teodoro Correr,/,91
"Longhi, Pietro",/,sponsored,two conversations,/,92
"Longhi, Pietro",/,sponsored,Mr Murray,/,92
"Longhi, Pietro",/,sponsored,family,/,92
"Lorrain, Claude",/,refer_to,Claude,/,99
"Loth, Johann Karl",/,collaborated_on,Grand Prince Ferdinand,/,102
"Loth, Johann Karl",/,sponsored,Death of Abel,/,103
Louvre,/,sponsored,Bernini plans for,/,110
"Lovisa, Domenico",/,sponsored,Il Gran Teatro delle Pitture e Prospettive di Venezia,/,112
"Ludovisi, Alessandro",/,is,Pope Gregory XV,/,114
"Ludovisi, Ludovico",/,is,nephew to Pope Gregory XV,/,115
"Ludovisi, Ludovico",/,is,nephew to Pope Gregory XV,/,116
"Ludovisi, Ludovico",/,collaborated_on,S. Andrea della Valle,/,116
"Ludovisi, Ludovico",/,is,nephew to Pope Gregory XV,/,117
"Ludovisi, Ludovico",/,collaborated_on,S. Ignazio,/,117
"Ludovisi, Ludovico",/,is,nephew to Pope Gregory XV,/,118
"Ludovisi, Ludovico",/,sponsored,patronage of Domenichino,/,118
Machiavelli,/,sponsored,Prince,/,3
"McSwiny, Owen",/,collaborated_on,Canaletto,/,5
"McSwiny, Owen",/,collaborated_on,Joseph Smith,/,6
"McSwiny, Owen",/,sponsored,plan for engraving of Van Dyck portraits,/,7
"McSwiny, Owen",/,sponsored,series of commemorative paintings of British worthies,/,8
"McSwiny, Owen",/,sponsored,series of commemorative paintings of British worthies,/,9
"McSwiny, Owen",/,sponsored,artists employed,/,9
"McSwiny, Owen",/,sponsored,series of commemorative paintings of British worthies,/,10
"McSwiny, Owen",/,sponsored,Venetian artists,/,10
"McSwiny, Owen",/,sponsored,To the Ladies and Gentlemen of Taste,/,11
"McSwiny, Owen",/,created,Tombeaux des Princes,/,12
Macerata,/,sponsored,Buonaccorsi palace,/,14
"Maderno, Carlo",/,sponsored,facade of St Peter's,/,16
"Maderno, Carlo",/,created,plans for Barberini palace,/,17
plans for Barberini palace,/,intended_for,Barberini palace,/,17
"Maderno, Carlo",/,created,work on S. Andrea della Valle,/,18
Madrid,/,sponsored,Palace of the Alcazar,/,20
Madrid,/,sponsored,Palace of Buen Retiro,/,21
Madrid,/,sponsored,Royal Palace,/,22
"Maggiotto, Francesco",/,sponsored,Considerazioni elettriche,/,28
"Maggiotto, Francesco",/,sponsored,Good Inclinations leading a Youth to Knowledge,/,29
"Maidalchini, Donna Olimpia",/,sponsored,Algardi bust,/,35
"Maidalchini, Donna Olimpia",/,sponsored,Velasquez portrait,/,36
"Malvasia, Carlo Cesare",/,sponsored,Felsina Pittrice,/,40
mansions in Arlington Street,/,located_in,Arlington Street,/,43
mansions in at Kimbolton,/,located_in,Arlington Street,/,43
mansions in Arlington Street,/,located_in,at Kimbolton,/,43
mansions in at Kimbolton,/,located_in,at Kimbolton,/,43
"Manchester, Lord",/,sponsored,mansions in Arlington Street,/,43
"Manchester, Lord",/,sponsored,mansions in at Kimbolton,/,43
"Mancini, Giulio",/,sponsored,Considerazioni sulla Pittura,/,46
"Manfrin, Girolamo",/,sponsored,collection,/,51
"Manfrin, Girolamo",/,sponsored,competitions for painters,/,52
"Manfrin, Girolamo",/,sponsored,letter to Pietro Edwards concerning formation of picture gallery,/,53
Manin country house,/,located_in,Passeriano,/,56
Manin family,/,located_in,Venice,/,57
Manin palace,/,located_in,Venice,/,58
"Maratta, Carlo",/,collaborated_on,Altieri palace,/,65
"Maratta, Carlo",/,sponsored,Allegory of Clemency,/,66
"Maratta, Carlo",/,sponsored,Apollo,/,67
"Maratta, Carlo",/,sponsored,Daphne,/,67
"Maratta, Carlo",/,sponsored,Augustus closing the Temple of Janus,/,68
"Maratta, Carlo",/,sponsored,Bathsheba,/,69
"Maratta, Carlo",/,sponsored,documents relating to S. Andrea al Quirinale altarpieces,/,70
"Maratta, Carlo",/,sponsored,payment,/,71
"Maratta, Carlo",/,created,portrait of Pope Clement IX,/,72
"Maratta, Carlo",/,created,portraits of Cardinal Antonio Barberini,/,73
